,x,y,Time
836,577,698,1593689859.276543
837,577,698,1593689859.277193
838,577,698,1593689859.2778418
839,577,698,1593689859.279613
840,577,698,1593689859.2813811
841,577,698,1593689859.282032
842,577,698,1593689859.282696
843,577,698,1593689859.284469
844,577,698,1593689859.28512
845,577,698,1593689859.285776
846,577,698,1593689859.28755
847,577,698,1593689859.288204
848,577,698,1593689859.288856
849,577,698,1593689859.2906392
850,577,698,1593689859.292584
851,577,698,1593689859.2932549
852,577,698,1593689859.293907
853,577,698,1593689859.295678
854,577,698,1593689859.2974489
855,577,698,1593689859.2981
856,577,698,1593689859.298761
857,577,698,1593689859.300537
858,577,698,1593689859.301192
859,577,698,1593689859.301844
860,577,698,1593689859.303635
861,577,698,1593689859.30445
862,577,698,1593689859.305213
863,577,698,1593689859.305883
864,577,698,1593689859.30767
865,577,698,1593689859.308473
866,577,698,1593689859.3091211
867,577,698,1593689859.309767
868,577,698,1593689859.311556
869,577,698,1593689859.3123
870,577,698,1593689859.3129568
871,577,698,1593689859.314729
872,577,698,1593689859.316152
873,577,698,1593689859.316839
874,577,698,1593689859.3186262
875,577,698,1593689859.3194392
876,577,698,1593689859.320087
877,577,698,1593689859.321855
878,577,698,1593689859.323622
879,577,698,1593689859.324268
880,577,698,1593689859.324917
881,577,698,1593689859.326571
882,577,698,1593689859.327224
883,577,698,1593689859.328992
884,577,698,1593689859.330861
885,577,698,1593689859.33152
886,577,698,1593689859.3321679
887,577,698,1593689859.333934
888,577,698,1593689859.334652
889,577,698,1593689859.335389
890,577,698,1593689859.3360372
891,577,698,1593689859.337812
892,577,698,1593689859.338561
893,577,698,1593689859.339217
894,577,698,1593689859.340986
895,577,698,1593689859.341721
896,577,698,1593689859.3424692
897,577,698,1593689859.343143
898,577,698,1593689859.344919
899,577,698,1593689859.345648
900,577,698,1593689859.346386
901,577,698,1593689859.3470368
902,577,698,1593689859.3488052
903,577,698,1593689859.3494651
904,577,698,1593689859.3501272
905,577,698,1593689859.351899
906,577,698,1593689859.352622
907,577,698,1593689859.353369
908,577,698,1593689859.3540192
909,577,698,1593689859.3557901
910,577,698,1593689859.3564632
911,577,698,1593689859.357118
912,577,698,1593689859.358894
913,577,698,1593689859.359566
914,577,698,1593689859.360224
915,577,698,1593689859.361991
916,577,698,1593689859.36384
917,577,698,1593689859.364494
918,577,698,1593689859.365162
919,577,698,1593689859.366854
920,577,698,1593689859.367517
921,577,698,1593689859.3681731
922,577,698,1593689859.3699489
923,577,698,1593689859.370686
924,577,698,1593689859.371427
925,577,698,1593689859.37208
